Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Identifiant mandat,Date d'élection,Date de début de mandat,Année de début de mandat,Motif début de mandat,Date de fin de mandat,Année de fin de mandat,Motif fin de mandat,Commentaire
98050T,M.,Poniatowski,Ladislas,ANCIEN,5200,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,2002,Fin de mandat,
98050T,M.,Poniatowski,Ladislas,ANCIEN,11484,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
98050T,M.,Poniatowski,Ladislas,ANCIEN,14251,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement 2,2020-09-30 00:00:00.0,,Non réélu,
59556Y,M.,Poniatowski,Michel,ANCIEN,3682,,1989-01-10 00:00:00.0,,Remplace,1995-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de M. Pierre SALVI, décédé."
000476,M.,Pontillon,Robert,ANCIEN,3688,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
000476,M.,Pontillon,Robert,ANCIEN,3689,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement,1992-03-20 00:00:00.0,,Décédé,
000141,M.,Poroi,Alfred,ANCIEN,3691,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Election,1971-10-01 00:00:00.0,,Ne se représente pas,
04074L,M.,Portelli,Hugues,ANCIEN,10928,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
04074L,M.,Portelli,Hugues,ANCIEN,12682,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Ne se représente pas,
000156,M.,Porteu De La Morandiere,Paul,ANCIEN,3694,,1971-07-23 00:00:00.0,,Remplace,1971-10-01 00:00:00.0,,Non réélu,"En remplacement de M. Roger Du Halgouet, décédé."
58917A,M.,Portier,Henri,ANCIEN,3697,,1980-11-02 00:00:00.0,,Remplace,1989-10-01 00:00:00.0,,Non réélu,"En remplacement de M. Roger GALLEY, démissionnaire."
000672,M.,Portmann,Georges,ANCIEN,5665,,1955-06-19 00:00:00.0,,Election,1959-04-27 00:00:00.0,1941,Fin de mandat,
000672,M.,Portmann,Georges,ANCIEN,5666,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1962-10-01 00:00:00.0,1941,Fin de mandat,
000672,M.,Portmann,Georges,ANCIEN,5667,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 2,1971-10-01 00:00:00.0,1941,Non réélu,
59242H,M.,Poudonson,Roger,ANCIEN,3699,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Election,1974-07-09 00:00:00.0,,Membre Gouvernement,
59242H,M.,Poudonson,Roger,ANCIEN,3701,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Fin de mandat,
59242H,M.,Poudonson,Roger,ANCIEN,3702,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement,1992-10-01 00:00:00.0,,Ne se représente pas,
000470,M.,Pouille,Richard,ANCIEN,3704,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Fin de mandat,
000470,M.,Pouille,Richard,ANCIEN,3705,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement,1992-10-01 00:00:00.0,,Ne se représente pas,
17965H,Mme,Poumirol,Émilienne,ACTIF,51985,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
88002E,M.,Pourchet,Jean,ANCIEN,474,,1988-03-31 00:00:00.0,,Remplace,1989-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Edgar FAURE, décédé"
88002E,M.,Pourchet,Jean,ANCIEN,475,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Non réélu,
86043F,M.,Pourny,André,ANCIEN,476,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Fin de mandat,
86043F,M.,Pourny,André,ANCIEN,477,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 1,2004-09-30 00:00:00.0,,Ne se représente pas,
95058P,Mme,Pourtaud,Danièle,ANCIEN,478,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Ne se représente pas,
08029X,M.,Povinelli,Roland,ANCIEN,11596,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Non réélu,
16813M,M.,Poyart,Alain,ANCIEN,22530,,2017-06-15 00:00:00.0,,Remplace,2017-10-01 00:00:00.0,,Ne se représente pas,"en remplacement de Mme Béatrice Descamps, démissionnaire"
04080J,M.,Pozzo di Borgo,Yves,ANCIEN,10963,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
04080J,M.,Pozzo di Borgo,Yves,ANCIEN,12722,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Non réélu,
88010E,M.,Pradille,Claude,ANCIEN,3707,1988-09-04 00:00:00.0,1988-09-04 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
88010E,M.,Pradille,Claude,ANCIEN,3708,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1997-09-11 00:00:00.0,,Dech. par CC,
000772,M.,Prelot,Marcel,ANCIEN,5670,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1962-10-01 00:00:00.0,,Fin de mandat,
000772,M.,Prelot,Marcel,ANCIEN,5671,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement,1971-10-01 00:00:00.0,,Ne se représente pas,
000741,M.,Pretre,Henri,ANCIEN,5674,,1958-06-08 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000741,M.,Pretre,Henri,ANCIEN,5675,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1968-10-01 00:00:00.0,,Fin de mandat,
000741,M.,Pretre,Henri,ANCIEN,5676,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 2,1977-10-02 00:00:00.0,,Ne se représente pas,
19503N,Mme,Préville,Angèle,ACTIF,51278,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
000202,M.,Prevoteau,Maurice,ANCIEN,3710,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Ne se représente pas,
000275,M.,Prigent,François,ANCIEN,3713,,1978-08-30 00:00:00.0,,Remplace,1980-10-01 00:00:00.0,,Non réélu,"En remplacement de M. André COLIN, décédé."
11090Q,Mme,Primas,Sophie,ACTIF,12566,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
11090Q,Mme,Primas,Sophie,ACTIF,51229,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
19739H,M.,Prince,Jean-Paul,ACTIF,51500,,2017-11-03 00:00:00.0,,Remplace,,,En Cours,"en remplacement de Mme Jacqueline Gourault, membre du Gouvernement"
96007G,Mme,Printz,Gisèle,ANCIEN,479,,1996-09-10 00:00:00.0,,Remplace,2001-09-30 00:00:00.0,,Fin de mandat,"En remplacement de Charles Metzinger, décédé"
96007G,Mme,Printz,Gisèle,ANCIEN,6528,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Renouvellement 1,2011-09-30 00:00:00.0,,Fin de mandat,
96007G,Mme,Printz,Gisèle,ANCIEN,12600,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 2,2014-08-31 00:00:00.0,,Démissionnaire,
17583W,M.,Priou,Christophe,ANCIEN,51099,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,2020-10-31 00:00:00.0,,Démissionnaire,
04043D,Mme,Procaccia,Catherine,ACTIF,10815,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
04043D,Mme,Procaccia,Catherine,ACTIF,12753,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Fin de mandat,
04043D,Mme,Procaccia,Catherine,ACTIF,51196,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement 2,,,En Cours,
000639,M.,Proriol,Jean,ANCIEN,3716,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1978-03-12 00:00:00.0,,Élu député,
000752,M.,Prost,Pierre,ANCIEN,5679,,1967-05-16 00:00:00.0,,Remplace,1968-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Jacques RICHARD, élu député."
000752,M.,Prost,Pierre,ANCIEN,5680,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1977-10-02 00:00:00.0,,Ne se représente pas,
59244K,M.,Prouvoyeur,Claude,ANCIEN,3718,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Election,1992-10-01 00:00:00.0,,Non réélu,
000085,M.,Provo,Victor,ANCIEN,3720,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1977-09-30 00:00:00.0,,Démissionnaire,
14235Q,Mme,Prunaud,Christine,ANCIEN,14181,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Ne se représente pas,
80035E,M.,Puech,Jean,ANCIEN,480,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
80035E,M.,Puech,Jean,ANCIEN,481,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1993-04-29 00:00:00.0,,Membre Gouvernement,
80035E,M.,Puech,Jean,ANCIEN,483,,1996-01-07 00:00:00.0,,Réélection,1998-09-30 00:00:00.0,,Fin de mandat,
80035E,M.,Puech,Jean,ANCIEN,5020,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Non réélu,
19679N,Mme,Puissat,Frédérique,ACTIF,51153,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
74041P,M.,Quilliot,Roger,ANCIEN,9752,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1981-07-23 00:00:00.0,,Membre Gouvernement,
74041P,M.,Quilliot,Roger,ANCIEN,9753,1981-09-27 00:00:00.0,1981-09-27 00:00:00.0,,Election,1981-10-27 00:00:00.0,,Membre Gouvernement,
74041P,M.,Quilliot,Roger,ANCIEN,9754,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Election,1986-04-02 00:00:00.0,,Élu député,
74041P,M.,Quilliot,Roger,ANCIEN,9755,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1992-10-01 00:00:00.0,,Fin de mandat,
74041P,M.,Quilliot,Roger,ANCIEN,9756,,1992-09-27 00:00:00.0,,Renouvellement 1,1998-07-14 00:00:00.0,,Démissionnaire,
58918B,M.,Rabineau,André,ANCIEN,3723,,1972-05-09 00:00:00.0,,Remplace,1980-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Jean NEGRE, décédé"
58918B,M.,Rabineau,André,ANCIEN,3724,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1989-10-01 00:00:00.0,,Ne se représente pas,
000743,M.,Rabouin,Etienne,ANCIEN,5684,,1955-06-19 00:00:00.0,,Renouvellement,1959-04-27 00:00:00.0,,Fin de mandat,
000743,M.,Rabouin,Etienne,ANCIEN,5685,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1965-10-01 00:00:00.0,,Ne se représente pas,
14247U,M.,Rachline,David,ANCIEN,14238,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2017-09-30 00:00:00.0,,Démissionnaire,
95059Q,M.,Raffarin,Jean-Pierre,ANCIEN,484,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,1995-10-31 00:00:00.0,,Membre Gouvernement,
95059Q,M.,Raffarin,Jean-Pierre,ANCIEN,486,,1997-09-21 00:00:00.0,,Election,2002-06-06 00:00:00.0,,Premier ministre,
95059Q,M.,Raffarin,Jean-Pierre,ANCIEN,10775,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2004-11-01 00:00:00.0,,Premier ministre,
95059Q,M.,Raffarin,Jean-Pierre,ANCIEN,11174,2005-09-18 00:00:00.0,2005-09-19 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
95059Q,M.,Raffarin,Jean-Pierre,ANCIEN,14055,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2017-10-04 00:00:00.0,,Démissionnaire,
19443T,Mme,Raimond-Pavero,Isabelle,ACTIF,51102,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
06005F,M.,Rainaud,Marcel,ANCIEN,11200,,2006-08-12 00:00:00.0,,Remplace,2008-09-30 00:00:00.0,,Fin de mandat,"En remplacement de Raymond Courrière, décédé"
06005F,M.,Rainaud,Marcel,ANCIEN,11482,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
14135M,M.,Raison,Michel,ANCIEN,14066,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Ne se représente pas,
95060H,M.,Ralite,Jack,ANCIEN,489,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Fin de mandat,
95060H,M.,Ralite,Jack,ANCIEN,10968,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2011-09-30 00:00:00.0,,Ne se représente pas,
59245L,M.,Ramassamy,Albert,ANCIEN,3730,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Election,1992-10-01 00:00:00.0,,Non réélu,
19349W,M.,Rambaud,Didier,ACTIF,51151,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
19794Q,Mme,Ramond,Françoise,ANCIEN,51652,,2018-12-31 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Ne se représente pas,"en remplacement de M. Gérard Cornu, démissionnaire de son mandat"
01016M,M.,Raoul,Daniel,ANCIEN,6393,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
01016M,M.,Raoul,Daniel,ANCIEN,12612,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Ne se représente pas,
92042S,M.,Raoult,Paul,ANCIEN,490,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Election,2001-09-30 00:00:00.0,,Fin de mandat,
92042S,M.,Raoult,Paul,ANCIEN,6468,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Renouvellement 1,2011-09-30 00:00:00.0,,Non réélu,
14331P,M.,Rapin,Jean-François,ACTIF,15278,,2016-01-12 00:00:00.0,,Remplace,2017-10-01 00:00:00.0,,Fin de mandat,"en remplacement de Mme Natacha Bouchart, démissionnaire de son mandat de sénateur"
14331P,M.,Rapin,Jean-François,ACTIF,51158,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
58926B,Mlle,Rapuzzi,Irma,ANCIEN,3733,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1962-10-01 00:00:00.0,,Fin de mandat,
58926B,Mlle,Rapuzzi,Irma,ANCIEN,3734,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 2,1971-10-01 00:00:00.0,,Fin de mandat,
58926B,Mlle,Rapuzzi,Irma,ANCIEN,3735,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement 3,1980-10-01 00:00:00.0,,Fin de mandat,
58926B,Mlle,Rapuzzi,Irma,ANCIEN,3736,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1989-10-01 00:00:00.0,,Ne se représente pas,
000007,M.,Rastoin,Jacques,ANCIEN,3738,,1966-03-11 00:00:00.0,,Remplace,1971-10-01 00:00:00.0,,Non réélu,"En remplacement de M. Vincent DELPUECH, décédé"
19269X,Mme,Rauscent,Noëlle,ANCIEN,43669,,2017-07-22 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Ne se représente pas,"en remplacement de M. Jean-Baptiste Lemoyne, devenu membre du Gouvernement"
74042Q,M.,Rausch,Jean-Marie,ANCIEN,491,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Fin de mandat,
74042Q,M.,Rausch,Jean-Marie,ANCIEN,492,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement 1,1988-07-27 00:00:00.0,,Membre Gouvernement,
74042Q,M.,Rausch,Jean-Marie,ANCIEN,494,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Election,2001-09-30 00:00:00.0,,Ne se représente pas,
14055N,M.,Ravier,Stéphane,ACTIF,14206,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
14055N,M.,Ravier,Stéphane,ACTIF,51936,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
000104,M.,Raybaud,Joseph,ANCIEN,3741,,1955-06-19 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000104,M.,Raybaud,Joseph,ANCIEN,3742,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1962-10-01 00:00:00.0,,Fin de mandat,
000104,M.,Raybaud,Joseph,ANCIEN,3743,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 2,1971-10-01 00:00:00.0,,Fin de mandat,
000104,M.,Raybaud,Joseph,ANCIEN,3744,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement 3,1980-10-01 00:00:00.0,,Fin de mandat,
000104,M.,Raybaud,Joseph,ANCIEN,3745,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1989-10-01 00:00:00.0,,Ne se représente pas,
14225N,M.,Raynal,Claude,ACTIF,14157,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
14225N,M.,Raynal,Claude,ACTIF,51983,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
08070Y,M.,Rebsamen,François,ANCIEN,11775,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-05-02 00:00:00.0,,Membre Gouvernement,
20082E,M.,Redon-Sarrazy,Christian,ACTIF,51902,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
19766L,M.,Regnard,Damien,ACTIF,51629,,2018-07-28 00:00:00.0,,Remplace,,,En Cours,"en remplacement de M. Jean-Pierre Bansard, dont l'élection a été annulée par le Conseil constitutionnel"
80036F,M.,Régnault,René,ANCIEN,495,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
80036F,M.,Régnault,René,ANCIEN,496,,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Non réélu,
10015M,M.,Reichardt,André,ACTIF,12053,2010-12-15 00:00:00.0,2010-12-15 00:00:00.0,,Remplace,2014-09-30 00:00:00.0,,Fin de mandat,"en remplacement de M. Philippe RICHERT, nommé membre du Gouvernement"
10015M,M.,Reichardt,André,ACTIF,14164,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Fin de mandat,
10015M,M.,Reichardt,André,ACTIF,51922,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement 2,,,En Cours,
01014K,M.,Reiner,Daniel,ANCIEN,6388,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
01014K,M.,Reiner,Daniel,ANCIEN,12616,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Ne se représente pas,
85002R,M.,Renar,Ivan,ANCIEN,497,,1985-04-02 00:00:00.0,,Remplace,1992-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Gérard EHLERS, démissionnaire"
85002R,M.,Renar,Ivan,ANCIEN,498,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Renouvellement 1,2001-09-30 00:00:00.0,,Fin de mandat,
85002R,M.,Renar,Ivan,ANCIEN,6469,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Renouvellement 2,2011-09-30 00:00:00.0,,Non réélu,
19705W,Mme,Renaud-Garabedian,Évelyne,ACTIF,51269,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
04090L,M.,Repentin,Thierry,ANCIEN,11002,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2012-07-21 00:00:00.0,,Membre Gouvernement,
04090L,M.,Repentin,Thierry,ANCIEN,13762,,2014-05-03 00:00:00.0,,Reprise suite à fin fon. membre Gvt,2014-09-30 00:00:00.0,,Non réélu,
000293,M.,Repiquet,Georges,ANCIEN,3748,,1955-06-19 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000293,M.,Repiquet,Georges,ANCIEN,3749,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1965-10-01 00:00:00.0,,Fin de mandat,
000293,M.,Repiquet,Georges,ANCIEN,3750,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement 2,1974-10-01 00:00:00.0,,Fin de mandat,
000293,M.,Repiquet,Georges,ANCIEN,3751,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Renouvellement 3,1983-10-02 00:00:00.0,,Ne se représente pas,
000077,M.,Reptin,Ernest,ANCIEN,3754,,1972-12-11 00:00:00.0,,Remplace,1976-12-15 00:00:00.0,,Décédé,"En remplacement de M. Pierre GARET, décédé"
11012A,M.,Requier,Jean-Claude,ACTIF,12455,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
11012A,M.,Requier,Jean-Claude,ACTIF,51075,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
000750,M.,Restat,Etienne,ANCIEN,5689,,1955-06-19 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000750,M.,Restat,Etienne,ANCIEN,5690,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1965-10-01 00:00:00.0,,Fin de mandat,
000750,M.,Restat,Etienne,ANCIEN,5691,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement 3,1971-11-30 00:00:00.0,,Décédé,
04033B,M.,Retailleau,Bruno,ACTIF,10759,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
04033B,M.,Retailleau,Bruno,ACTIF,14085,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Fin de mandat,
04033B,M.,Retailleau,Bruno,ACTIF,51908,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement 2,,,En Cours,
95061J,M.,Reux,Victor,ANCIEN,499,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Ne se représente pas,
95062K,M.,Revet,Charles,ANCIEN,500,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Fin de mandat,
95062K,M.,Revet,Charles,ANCIEN,10903,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Fin de mandat,
95062K,M.,Revet,Charles,ANCIEN,14232,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement 2,2019-09-30 00:00:00.0,,Démissionnaire,
89037V,M.,Revol,Henri,ANCIEN,501,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Fin de mandat,
89037V,M.,Revol,Henri,ANCIEN,5183,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Ne se représente pas,
000158,M.,Ribeyre,Paul,ANCIEN,3756,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1962-10-01 00:00:00.0,,Fin de mandat,
000158,M.,Ribeyre,Paul,ANCIEN,3757,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 1,1971-10-01 00:00:00.0,,Fin de mandat,
000158,M.,Ribeyre,Paul,ANCIEN,3758,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement 2,1980-10-01 00:00:00.0,,Non réélu,
95063L,M.,Richard,Alain,ACTIF,3761,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,1997-07-04 00:00:00.0,,Membre Gouvernement,
95063L,M.,Richard,Alain,ACTIF,12684,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
95063L,M.,Richard,Alain,ACTIF,51117,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement 1,,,En Cours,
57310T,M.,Richard,Jacques,ANCIEN,9581,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1967-05-16 00:00:00.0,,Élu député,
19798U,Mme,Richer,Marie-Pierre,ACTIF,51659,,2019-03-04 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Fin de mandat,"en remplacement de M. François Pillet, nommé membre du Conseil Constitutionnel"
19798U,Mme,Richer,Marie-Pierre,ACTIF,51842,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
92005M,M.,Richert,Philippe,ANCIEN,502,1992-09-27 00:00:00.0,1992-09-28 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Fin de mandat,
92005M,M.,Richert,Philippe,ANCIEN,503,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 1,2004-09-30 00:00:00.0,,Fin de mandat,
92005M,M.,Richert,Philippe,ANCIEN,10878,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 2,2004-11-26 00:00:00.0,,Annulé par CC,
92005M,M.,Richert,Philippe,ANCIEN,11123,2005-02-20 00:00:00.0,2005-02-21 00:00:00.0,,Election,2010-12-14 00:00:00.0,,Membre Gouvernement,
04065K,M.,Ries,Roland,ANCIEN,10893,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2004-11-26 00:00:00.0,,Annulé par CC,
04065K,M.,Ries,Roland,ANCIEN,11125,2005-02-20 00:00:00.0,2005-02-21 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Ne se représente pas,
20054A,M.,Rietmann,Olivier,ACTIF,51869,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
